1;1;2;0.04241071428571428;0.01785714285714286;0.08333333333333333;0.08333333333333333;0.0615079365079365
1;2;42;0.6302083333333334;0.375;0.9166666666666667;0.8239793771043771;0.7052153479236812
1;3;15;0.2834821428571428;0.1339285714285714;0.4999999999999999;0.2786014911014911;0.3041766875100209
1;4;4;0.08630952380952381;0.03571428571428571;0.1666666666666667;0.125;0.1091269841269841
1;5;17;0.2879464285714285;0.1517857142857143;0.4999999999999999;0.4080398767898768;0.353275197025197
1;6;2;0.04241071428571428;0.01785714285714286;0.08333333333333333;0.05208333333333334;0.05109126984126983
1;7;1;0.04203869047619047;0.008928571428571428;0.08333333333333333;0.005208333333333333;0.03249007936507936
1;8;4;0.08630952380952381;0.03571428571428571;0.1666666666666667;0.1666666666666667;0.123015873015873
1;9;1;0.04203869047619047;0.008928571428571428;0.08333333333333333;0.06060606060606061;0.05095598845598845
1;10;2;0.04241071428571428;0.01785714285714286;0.08333333333333333;0.05303030303030303;0.0514069264069264
1;11;2;0.08482142857142856;0.01785714285714286;0.1666666666666667;0.05808080808080808;0.08086820586820587
1;12;2;0.08482142857142856;0.01785714285714286;0.1666666666666667;0.02840909090909091;0.07097763347763347
1;13;1;0.04203869047619047;0.008928571428571428;0.08333333333333333;0.05555555555555555;0.04927248677248677
1;14;1;0.04203869047619047;0.008928571428571428;0.08333333333333333;0.04545454545454546;0.0459054834054834
1;15;1;0.04203869047619047;0.008928571428571428;0.08333333333333333;0.03333333333333333;0.04186507936507936
1;16;3;0.08556547619047618;0.02678571428571428;0.1666666666666667;0.101981351981352;0.09847791097791098
1;17;4;0.08630952380952381;0.03571428571428571;0.1666666666666667;0.0710955710955711;0.09115884115884115
1;18;4;0.08630952380952381;0.03571428571428571;0.1666666666666667;0.1166666666666667;0.1063492063492063
1;19;4;0.0431547619047619;0.03571428571428571;0.08333333333333333;0.08333333333333333;0.06746031746031746
2;1;1;0.04205607476635513;0.009345794392523364;0.08333333333333333;0.0303030303030303;0.04099405267629567
2;2;1;0.04205607476635513;0.009345794392523364;0.08333333333333333;0.01282051282051282;0.03516654684878984
2;4;9;0.1806853582554517;0.08411214953271028;0.3333333333333333;0.2868686868686868;0.2347713899115768
2;5;2;0.04244548286604361;0.01869158878504673;0.08333333333333333;0.02083333333333333;0.04095275181723779
2;11;1;0.04205607476635513;0.009345794392523364;0.08333333333333333;0.04545454545454546;0.04604455772680072
2;21;7;0.1775700934579439;0.06542056074766354;0.3333333333333333;0.2888888888888889;0.2292142609899619
2;22;6;0.2200155763239875;0.05607476635514019;0.4166666666666666;0.3037999037999038;0.2588471122739036
2;23;1;0.04205607476635513;0.009345794392523364;0.08333333333333333;0.06481481481481481;0.0524979808468905
2;24;1;0.04205607476635513;0.009345794392523364;0.08333333333333333;0.04629629629629629;0.04632514134071766
2;25;2;0.08489096573208722;0.01869158878504673;0.1666666666666667;0.05277777777777778;0.07937867774316372
2;26;12;0.2316978193146417;0.1121495327102804;0.4166666666666666;0.2392977392977393;0.2560379795582288
2;27;8;0.1791277258566978;0.07476635514018691;0.3333333333333333;0.2175324675324675;0.2085440520019959
2;28;23;0.4049844236760124;0.2149532710280374;0.6666666666666666;0.4923742923742923;0.4579980766896654
2;29;6;0.08800623052959501;0.05607476635514019;0.1666666666666667;0.1375291375291375;0.1200901901836481
2;30;1;0.04205607476635513;0.009345794392523364;0.08333333333333333;0.0641025641025641;0.05226056394280693
2;31;4;0.08644859813084112;0.03738317757009346;0.1666666666666667;0.1130536130536131;0.1057011524301244
2;32;4;0.04322429906542056;0.03738317757009346;0.08333333333333333;0.08333333333333333;0.06801661474558671
2;33;7;0.04439252336448597;0.06542056074766354;0.08333333333333333;0.07051282051282051;0.0730889048646058
2;34;1;0.04205607476635513;0.009345794392523364;0.08333333333333333;0.08333333333333333;0.05867082035306334
2;35;1;0.04205607476635513;0.009345794392523364;0.08333333333333333;0.07142857142857142;0.05470256638480938
2;36;2;0.04244548286604361;0.01869158878504673;0.08333333333333333;0.0576923076923077;0.05323907660356259
2;37;4;0.08644859813084112;0.03738317757009346;0.1666666666666667;0.15625;0.12009994807892
2;38;2;0.04244548286604361;0.01869158878504673;0.08333333333333333;0.05303030303030303;0.05168507504956103
2;42;1;0.04205607476635513;0.009345794392523364;0.08333333333333333;0.06060606060606061;0.05109506277730577
3;3;1;0.04207920792079207;0.009900990099009901;0.08333333333333333;0.05208333333333334;0.04843921892189219
3;5;4;0.08663366336633663;0.0396039603960396;0.1666666666666667;0.1666666666666667;0.1243124312431243
3;22;3;0.1287128712871287;0.0297029702970297;0.25;0.07936507936507936;0.1196893498873697
3;27;13;0.1881188118811881;0.1287128712871287;0.3333333333333333;0.2648809523809524;0.2423090523338048
3;29;1;0.04207920792079207;0.009900990099009901;0.08333333333333333;0.0625;0.05191144114411441
3;30;8;0.08993399339933994;0.07920792079207921;0.1666666666666667;0.1538461538461539;0.1332402471016332
3;31;3;0.08580858085808581;0.0297029702970297;0.1666666666666667;0.07886904761904762;0.09174622819424799
3;36;5;0.1311881188118812;0.04950495049504951;0.25;0.1720238095238095;0.1571762533396197
3;39;14;0.2372112211221122;0.1386138613861386;0.4166666666666666;0.3356481481481481;0.2969762254003178
3;40;2;0.08498349834983498;0.0198019801980198;0.1666666666666667;0.02857142857142857;0.07168002514537168
3;41;6;0.1765676567656766;0.0594059405940594;0.3333333333333333;0.2465277777777778;0.2130890172350569
3;42;1;0.04207920792079207;0.009900990099009901;0.08333333333333333;0.07407407407407407;0.05576946583547243
3;43;1;0.04207920792079207;0.009900990099009901;0.08333333333333333;0.06481481481481481;0.05268304608238602
3;44;1;0.04207920792079207;0.009900990099009901;0.08333333333333333;0.05555555555555555;0.0495966263292996
3;45;2;0.04249174917491749;0.0198019801980198;0.08333333333333333;0.04629629629629629;0.04981053660921647
3;46;1;0.04207920792079207;0.009900990099009901;0.08333333333333333;0.03703703703703703;0.04342378682312675
3;47;1;0.04207920792079207;0.009900990099009901;0.08333333333333333;0.02777777777777778;0.04033736707004033
3;48;12;0.1864686468646865;0.1188118811881188;0.3333333333333333;0.2349537037037037;0.2290329727417186
3;49;4;0.04331683168316831;0.0396039603960396;0.08333333333333333;0.0576923076923077;0.06020986714056021
3;50;1;0.04207920792079207;0.009900990099009901;0.08333333333333333;0.08333333333333333;0.05885588558855886
3;51;4;0.04331683168316831;0.0396039603960396;0.08333333333333333;0.06944444444444445;0.06412724605793914
3;52;1;0.04207920792079207;0.009900990099009901;0.08333333333333333;0.04166666666666666;0.04496699669966997
