1;1;1
1;1;1
1;1;5
1;1;2
1;1;3
1;1;2
1;1;6
1;1;6
1;1;4
1;1;5
1;1;3
1;1;2
1;1;4
1;1;2
1;1;4
1;1;7
1;2;8
1;2;2
1;2;5
1;2;9
1;2;10
1;2;5
1;2;10
1;2;11
1;2;8
1;2;8
1;2;12
1;3;5
1;3;2
1;3;2
1;3;2
1;3;2
1;4;4
1;4;13
1;4;11
1;5;2
1;5;2
1;5;2
1;5;2
1;5;2
1;5;14
1;5;2
1;5;2
1;5;3
1;5;2
1;5;3
1;6;2
1;6;2
1;6;2
1;6;15
1;6;2
1;7;2
1;7;2
1;7;5
1;7;16
1;7;2
1;7;5
1;7;5
1;7;5
1;7;2
1;7;17
1;7;17
1;7;2
1;7;5
1;8;2
1;8;18
1;8;2
1;8;2
1;8;18
1;8;2
1;8;2
1;8;18
1;8;3
1;8;3
1;9;19
1;9;19
1;9;19
1;9;2
1;9;3
1;9;17
1;9;16
1;9;16
1;9;19
1;9;3
1;9;17
1;10;5
1;10;2
1;10;5
1;10;5
1;10;3
1;10;2
1;10;5
1;10;3
1;10;5
1;11;2
1;11;3
1;11;2
1;11;3
1;11;2
1;11;3
1;11;2
1;11;2
1;11;2
1;11;5
1;11;5
1;11;2
1;11;3
1;11;3
1;12;8
1;12;2
1;12;18
1;12;12
2;1;21
2;1;22
2;1;23
2;1;21
2;1;24
2;1;21
2;1;25
2;1;26
2;1;26
2;2;27
2;2;21
2;2;21
2;2;28
2;2;27
2;3;28
2;3;21
2;3;28
2;4;21
2;4;29
2;4;28
2;4;30
2;4;28
2;4;29
2;4;31
2;4;28
2;4;29
2;4;29
2;4;28
2;4;2
2;4;31
2;5;34
2;5;35
2;5;22
2;5;28
2;5;27
2;5;26
2;5;26
2;6;32
2;6;32
2;6;33
2;6;33
2;6;36
2;6;33
2;6;32
2;6;33
2;6;32
2;6;33
2;6;33
2;6;36
2;6;33
2;7;26
2;7;4
2;7;26
2;7;27
2;7;4
2;7;11
2;7;27
2;7;1
2;7;27
2;7;27
2;7;4
2;8;26
2;8;37
2;8;26
2;8;37
2;8;37
2;8;26
2;8;5
2;8;5
2;9;37
2;9;22
2;9;31
2;9;29
2;9;38
2;9;29
2;9;38
2;9;22
2;9;31
2;9;28
2;9;28
2;10;4
2;10;28
2;10;28
2;10;42
2;10;28
2;10;28
2;10;27
2;10;26
2;10;26
2;10;26
2;10;28
2;11;28
2;11;28
2;11;22
2;11;4
2;11;4
2;11;28
2;11;28
2;11;25
2;11;28
2;11;28
2;12;28
2;12;4
2;12;4
2;12;28
2;12;22
2;12;4
3;1;39
3;1;39
3;1;36
3;1;39
3;1;40
3;2;30
3;2;27
3;2;30
3;2;30
3;2;36
3;2;30
3;2;31
3;2;27
3;2;27
3;2;27
3;2;30
3;2;31
3;2;40
3;2;30
3;3;5
3;3;41
3;3;36
3;3;41
3;3;36
3;3;36
3;3;27
3;3;27
3;4;41
3;4;42
3;4;43
3;4;44
3;4;45
3;4;46
3;4;47
3;4;48
3;4;45
3;5;39
3;5;39
3;5;30
3;5;39
3;5;49
3;5;39
3;5;49
3;5;39
3;5;49
3;5;39
3;5;30
3;5;39
3;5;49
3;6;50
3;6;51
3;6;51
3;6;52
3;6;51
3;6;51
3;7;53
3;7;53
3;7;53
3;7;53
3;7;53
3;7;22
3;7;53
3;8;27
3;8;27
3;8;41
3;8;27
3;8;27
3;8;27
3;8;41
3;8;27
3;9;27
3;9;48
3;9;54
3;9;48
3;9;48
3;9;48
3;9;48
3;9;54
3;10;54
3;10;48
3;10;39
3;10;48
3;10;55
3;10;48
3;10;54
3;10;55
3;10;48
3;11;39
3;11;48
3;11;39
3;11;48
3;11;41
3;11;22
3;12;5
3;12;5
3;12;29
3;12;3
3;12;22
3;12;31
3;12;39
3;12;5
4;1;36
4;1;36
4;1;36
4;1;36
4;1;36
4;1;37
4;1;37
4;1;37
4;2;27
4;2;22
4;2;27
4;2;56
4;2;56
4;2;27
4;2;27
4;2;37
4;2;56
4;2;56
4;2;56
4;2;27
4;2;22
4;2;56
4;3;27
4;3;27
4;3;22
4;3;22
4;3;57
4;3;56
4;3;58
4;3;22
4;3;22
4;4;59
4;4;60
4;4;27
4;4;27
4;4;59
4;4;59
4;4;59
4;4;22
4;4;59
4;4;59
4;5;27
4;5;56
4;5;50
4;5;50
4;5;50
4;5;27
4;5;27
4;5;56
4;6;27
4;6;27
4;6;56
4;6;27
4;6;27
4;6;22
4;6;50
4;6;30
4;6;36
4;6;43
4;7;31
4;7;36
4;7;27
4;7;27
4;7;36
4;8;36
4;8;54
4;8;54
4;8;53
4;8;53
4;8;36
4;8;54
4;8;36
4;8;36
4;9;27
4;9;56
4;9;27
4;9;27
4;9;58
4;9;27
4;9;60
4;9;50
4;9;60
4;9;60
4;9;27
4;9;27
4;10;27
4;10;36
4;10;22
4;10;36
4;10;31
4;11;27
4;11;62
4;11;61
4;11;62
4;11;62
4;11;27
4;11;27
4;12;22
4;12;27
4;12;27
4;12;62
4;12;4
4;12;27
4;12;27
5;1;62
5;1;57
5;1;4
5;1;1
5;1;5
5;1;2
5;1;45
5;1;3
5;1;4
5;1;4
5;2;64
5;2;64
5;2;21
5;2;21
5;2;10
5;2;3
5;3;3
5;3;64
5;3;3
5;3;11
5;3;11
5;3;3
5;3;11
5;3;11
5;3;64
5;3;3
5;3;10
5;3;2
5;3;2
5;4;64
5;4;64
5;4;65
5;4;3
5;4;64
5;4;32
5;4;43
5;4;64
5;4;65
5;4;66
5;4;3
5;4;65
5;4;6
5;4;2
5;4;5
5;4;64
5;5;43
5;5;43
5;5;43
5;5;43
5;5;43
5;5;43
5;5;43
5;5;64
5;6;43
5;6;5
5;6;67
5;6;5
5;6;3
5;6;64
5;6;68
5;6;70
5;6;64
5;6;3
5;6;71
5;6;3
5;6;64
5;6;72
5;7;43
5;7;43
5;7;73
5;7;73
5;7;64
5;7;5
5;7;43
5;7;70
5;7;43
5;7;73
5;7;73
5;7;69
