5;8;43
5;8;5
5;8;64
5;8;2
5;8;43
5;8;2
5;8;64
5;8;3
5;8;43
5;8;74
5;8;3
5;8;64
5;9;26
5;9;26
5;9;43
5;9;43
5;9;5
5;9;75
5;9;43
5;9;64
5;9;75
5;9;5
5;10;43
5;10;5
5;10;5
5;10;5
5;10;5
5;11;43
5;11;15
5;11;5
5;11;5
5;11;3
5;12;5
5;12;64
5;12;64
5;12;3
5;12;29
5;12;64
5;12;3
5;12;64
5;12;43
5;12;64
6;1;85
6;1;85
6;1;86
6;1;87
6;1;5
6;1;5
6;1;85
6;1;86
6;1;86
6;2;85
6;2;88
6;2;86
6;2;1
6;2;88
6;2;1
6;2;1
6;3;89
6;3;90
6;3;5
6;3;5
6;3;89
6;3;5
6;4;91
6;4;91
6;4;91
6;4;91
6;4;86
6;4;86
6;4;86
6;4;86
6;4;86
6;5;86
6;5;5
6;5;86
6;5;5
6;5;5
6;6;92
6;6;93
6;6;92
6;6;93
6;6;88
6;6;92
6;6;93
6;7;26
6;7;5
6;7;3
6;7;94
6;7;5
6;7;26
6;7;95
6;8;96
6;8;88
6;8;96
6;8;88
6;8;88
6;8;96
6;8;88
6;8;96
6;9;3
6;9;5
6;9;93
6;9;93
6;9;93
6;9;92
6;9;93
6;9;93
6;9;97
6;10;85
6;10;5
6;10;5
6;10;85
6;10;5
6;10;5
6;10;85
6;10;85
6;10;85
6;10;5
6;10;5
6;10;85
6;11;85
6;11;85
6;11;85
6;11;43
6;11;85
6;11;85
6;11;5
6;11;5
6;11;5
6;11;5
6;11;78
6;11;5
6;11;5
6;11;5
6;11;78
6;12;5
6;12;5
6;12;5
6;12;5
6;12;2
